"Community safety and social inclusion > Welsh Index of Multiple Deprivation > WIMD indicator data by age > Indicator Data by Lower Layer Super Output Areas - Households With No Central Heating"
""

Filters:
Indicator: Population living in households with no central heating (percentage)

"","","All Ages ","0- 15 ","0 - 18 ","16 - 64 ",65+ ," 0 - 4 ","5 - 9 ","10 - 15 ","16 - 18 ","19 - 24 ","25 - 29 ","30 -34 ","35 - 39 ","40 - 44 ","45 - 49 ","50 - 54 ","55 - 59 ","60 - 64 ","65 - 69 ","70 - 74 ","75 - 79 ","80 - 84 ",85+ 
"Rhondda Cynon Taf 005D ","W01001140 ",0.7681564246,0,0,0.7709251101,1.5209125475,0,0,0,0,0,0,0,0,0,1.9801980198,0.9090909091,1.1494252874,3.1578947368,0,0,1.7857142857,6.8965517241,4.7619047619
"Rhondda Cynon Taf 005E ","W01001141 ",1.8308080808,0.6024096386,0.4975124378,1.6293279022,4.0740740741,0.7575757576,0,0.9090909091,0,0.6578947368,2.5,0,1.6129032258,0.9803921569,3.0769230769,1.1904761905,3.2967032967,2.1739130435,0,3.7974683544,8.1967213115,6.8965517241,4.7619047619
"Rhondda Cynon Taf 005F ","W01001142 ",1.5703517588,0.2958579882,0.4901960784,1.6343207354,2.9090909091,0,0,0.7407407407,1.42857142857143,2.5,0.8620689655,1.3513513514,1.1363636364,1.6666666667,1.0869565217,1.0204081633,1.1235955056,3.5714285714,2.6315789474,4.2857142857,3.0303030303,0,3.2258064516
"Rhondda Cynon Taf 006A ","W01001204 ",0.1514004542,0,0,0.1193317422,0.4651162791,0,0,0,0,0,0,0,0,0,0,0,0,1.0416666667,0,0,0,4,0
"Rhondda Cynon Taf 006B ","W01001205 ",0.8317338452,0,0,0.6097560976,2.2082018927,0,0,0,0,0,0,0,0,1.5503875969,1.6666666667,0,1.6666666667,0,2.4390243902,1.0638297872,2.9411764706,2.7777777778,2.7027027027
"Rhondda Cynon Taf 006C ","W01001206 ",0.4884856943,0,0,0.3424657534,1.3745704467,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516,0,0,0,5.1282051282,5.4054054054
"Rhondda Cynon Taf 006D ","W01001207 ",1.0093727469,0.7194244604,0.5730659026,1.19695321,0.5263157895,1.0869565217,0,0.9090909091,0,0,0.9523809524,1.1904761905,1.4285714286,3.488372093,0,2.5316455696,3.3333333333,0,0,0,0,4.7619047619,0
"Rhondda Cynon Taf 006E ","W01001208 ",1.072555205,0.6944444444,0.5747126437,1.0395010395,1.4925373134,1.0752688172,1.0989010989,0,0,2.752293578,1.0989010989,1.25,0,0,2.752293578,0.9900990099,0,0.9523809524,0,2.2222222222,1.5873015873,2.2727272727,2.0833333333
"Rhondda Cynon Taf 008A ","W01001209 ",0.28510335,0,0,0.2344665885,1.0362694301,0,0,0,0,0,0,0.9345794393,0,0,0,0,1.3513513514,0,0,0,2.9411764706,0,5.5555555556
"Rhondda Cynon Taf 008B ","W01001210 ",0.6211180124,0,0,0.6607929515,1.0909090909,0,0,0,0,1.652892562,0.8849557522,0,0,2.0408163265,0,0,1.1627906977,0,0,1.3513513514,0,7.1428571429,0
"Rhondda Cynon Taf 008C ","W01001211 ",0.7087628866,0,0.2597402597,0.9127789047,0.8,0,0,0,1.44927536231884,0.8064516129,0,1,0,0,1.7543859649,0.826446281,2.5316455696,1.0309278351,1.1764705882,0,0,0,5.2631578947
"Rhondda Cynon Taf 008D ","W01001212 ",0.5961251863,0,0,0.2283105023,3.0150753769,0,0,0,0,0,0,0,0,0,0,2.3529411765,0,0,0,5.7692307692,6.976744186,0,0
"Rhondda Cynon Taf 012A ","W01001143 ",1.2594458438,0,0,1.0837438424,3.3707865169,0,0,0,0,0,0.9708737864,1.0869565217,0,0.9259259259,0,0.8064516129,2.2727272727,4.9504950495,3.75,2.9411764706,0,0,20
"Rhondda Cynon Taf 012B ","W01001144 ",0.7476635514,0,0,1.0731707317,0.4807692308,0,0,0,0,0.6134969325,1.8691588785,3.0303030303,0,0,1.8018018018,1.8518518519,0,1.0526315789,1.4084507042,0,0,0,0
"Rhondda Cynon Taf 012C ","W01001145 ",1.1331444759,0.8333333333,0.9345794393,1.3321492007,0.7168458781,1.5267175573,0,0.78125,1.47058823529412,1.7964071856,0.7633587786,0.7692307692,1.8867924528,1.6666666667,0.8064516129,1.0309278351,1.1111111111,2.1505376344,0,1.4925373134,0,0,2.7777777778
"Rhondda Cynon Taf 012D ","W01001146 ",0.704721635,0,0,0.6543075245,1.6129032258,0,0,0,0,0.8547008547,0,0,0,1,1,2.4390243902,0,1,0,1.8181818182,4.0816326531,0,2.7027027027
"Rhondda Cynon Taf 001A ","W01001186 ",0.285225328,0,0,0.4269854825,0,0,0,0,0,0,0,0,0.7936507937,0.6896551724,0,0,0.7518796992,1.6666666667,0,0,0,0,0
"Rhondda Cynon Taf 001B ","W01001187 ",0.5039596832,0,0.3367003367,0.4395604396,1.3215859031,0,0,0,2.22222222222222,0,0,0,0,1.25,0.9433962264,1,0,0,0,0,0,4.7619047619,5.8823529412
"Rhondda Cynon Taf 001C ","W01001188 ",0.0963391137,0,0,0,0.4464285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Rhondda Cynon Taf 001D ","W01001221 ",0.205338809,0,0,0.1142857143,0.7782101167,0,0,0,0,0,0,0,0,0,0,0,1.0416666667,0,1.25,0,0,0,3.2258064516
"Rhondda Cynon Taf 001E ","W01001222 ",0.1253132832,0,0,0.1006036217,0.4694835681,0,0,0,0,0,0,0,0,0,0,0,0,0.9900990099,0,0,0,0,5.8823529412
"Rhondda Cynon Taf 001F ","W01001233 ",0.5297233667,0,0,0.8403361345,0,0,0,0,0,0.7751937984,0,0,0,0,0.7407407407,0.7042253521,3.7735849057,1.3888888889,0,0,0,0,0
"Rhondda Cynon Taf 002A ","W01001148 ",0.8423586041,0,0.2506265664,0.5769230769,2.7491408935,0,0,0,1.47058823529412,0.9345794393,0,0,0,0,0.8,1.9607843137,1.0416666667,0,2.1276595745,3.125,1.9230769231,4.6511627907,2.6315789474
"Rhondda Cynon Taf 002B ","W01001152 ",1.1363636364,1.3605442177,1.1560693642,1.1482254697,0.9036144578,1.3698630137,1.1764705882,1.4705882353,0,0,2.9411764706,1.3333333333,0,0.7246376812,0.8403361345,1.0416666667,3.6036036036,0.8,0,1.8691588785,0,3.0303030303,0
"Rhondda Cynon Taf 002C ","W01001153 ",1.6551724138,0.3448275862,0.5540166205,1.3057671382,4.5643153527,0,1.1494252874,0,1.40845070422535,0.8849557522,1.0309278351,0,0,0,0,4,3.7974683544,2.380952381,4.347826087,2.8985507246,0,10,6.8965517241
"Rhondda Cynon Taf 002D ","W01001155 ",0.693481276,0,0,0.6376195537,1.5209125475,0,0,0,0,0.7142857143,2.1978021978,1.3698630137,0,0,2.0202020202,0,0,0,0,3.3333333333,0,5.7142857143,0
"Rhondda Cynon Taf 003A ","W01001149 ",0.9103641457,0,0,0.6557377049,2.641509434,0,0,0,0,0,0,0,1.1764705882,2.2727272727,1.0526315789,0,0,1.9417475728,5.5555555556,1.9230769231,3.5714285714,0,0
"Rhondda Cynon Taf 003B ","W01001150 ",1.354679803,0,0,1.3133208255,2.9520295203,0,0,0,0,0,0,0.7142857143,1,0,2.7777777778,3.8461538462,1.1111111111,3.4782608696,4.5454545455,1.4925373134,0,0,7.1428571429
"Rhondda Cynon Taf 003C ","W01001151 ",0.4297114794,1.1764705882,0.9933774834,0.2118644068,0.4651162791,0,0,2.8301886792,0,0,0,0,1,0,0,0,0,0.6329113924,0.7142857143,0,0,0,2
"Rhondda Cynon Taf 003D ","W01001154 ",0.7117437722,0.8064516129,0.6600660066,0.6726457399,0.7547169811,1.2195121951,0,1.0526315789,0,0,0,1.1111111111,1.25,0.8928571429,1,1.2195121951,0,0.9708737864,0,1.3333333333,0,0,3.5714285714
"Rhondda Cynon Taf 003E ","W01001156 ",0.1293661061,0,0,0.1839926403,0,0,0,0,0,0,0,0,0,0,0,0.7874015748,1.0416666667,0,0,0,0,0,0
"Rhondda Cynon Taf 004A ","W01001147 ",0.4558404558,0,0,0.4496402878,0.8522727273,0,0,0,0,0,0,0,1.7543859649,0,1.4705882353,0.7407407407,0,0,0,2.5,0,1.9607843137,0
"Rhondda Cynon Taf 004B ","W01001168 ",1.3040494166,2.1660649819,2.0710059172,1.2835472579,0.6191950464,1.1111111111,2.2727272727,3.0303030303,1.63934426229508,0,1.3698630137,2.0202020202,1.5151515152,2.4390243902,0,2.3529411765,0.9615384615,0.9259259259,0,0,0,0,5.7142857143
"Rhondda Cynon Taf 004C ","W01001169 ",0.5793742758,0.2577319588,0.2197802198,0.3511852502,2.5125628141,0,0,0.78125,0,0.7633587786,0,0,0.78125,0,1.5151515152,0,0,0,0,8.6206896552,0,0,0
"Rhondda Cynon Taf 004D ","W01001170 ",0.1642036125,0,0,0,0.7042253521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2345679012,1.8181818182,0,0
"Rhondda Cynon Taf 009A ","W01001175 ",2.0596590909,0.8230452675,1.0169491525,2.2421524664,2.5641025641,0,1.2820512821,1.0752688172,1.92307692307692,1,0,0,0,2.7777777778,5.7142857143,3.8461538462,2.6548672566,3.0303030303,2.7777777778,3.4482758621,0,2.3255813953,6.0606060606
"Rhondda Cynon Taf 009B ","W01001177 ",1.4073494918,0,0,1.3349514563,3.1111111111,0,0,0,0,1.0101010101,1.8867924528,0,0,0,2.0408163265,1.0869565217,2.2222222222,3.6363636364,1.3698630137,1.9230769231,7.3170731707,7.1428571429,0
"Rhondda Cynon Taf 009C ","W01001202 ",0.9550561798,0,0,0.9115770283,1.9230769231,0,0,0,0,0,1.0638297872,2.1739130435,1.0101010101,0,0.6622516556,0.8064516129,2.0408163265,1.2422360248,0.9259259259,3,2.2471910112,0,2.8571428571
"Rhondda Cynon Taf 009D ","W01001203 ",0.5797101449,0.3472222222,0.296735905,0.7001166861,0.4255319149,0,0,0.8928571429,0,1.7094017094,0,0,0,1.9801980198,0,1.3698630137,1.0989010989,0,0,0,0,0,3.8461538462
"Rhondda Cynon Taf 013A ","W01001176 ",2.2023399862,0.7434944238,0.9090909091,2.0320855615,4.4176706827,1.0989010989,0,1.0416666667,1.63934426229508,4.5112781955,2.9411764706,0,1.3157894737,1.8181818182,2.8037383178,0,1.2658227848,2.0202020202,5,0,5.4545454545,3.7037037037,10.714285714
"Rhondda Cynon Taf 013B ","W01001274 ",0.3720238095,0,0,0.1218026797,2.2857142857,0,0,0,0,0,0,0,0,0,0,1.2987012987,0,0,5.6338028169,0,0,0,0
"Rhondda Cynon Taf 013C ","W01001275 ",1.7708909795,0.5333333333,0.6772009029,1.7117117117,3.4161490683,0.8403361345,0,0.7518796992,1.47058823529412,4.347826087,1.7094017094,0.7751937984,3,0,0,1.7543859649,1.9607843137,2.1978021978,0,1.2658227848,2.5316455696,5.1282051282,13.953488372
"Rhondda Cynon Taf 013D ","W01001276 ",1.155234657,0,0,1.3157894737,1.6736401674,0,0,0,0,0.9009009009,1.1235955056,1.2987012987,0,0,0.8333333333,1.9230769231,4.347826087,2.4096385542,1.5625,1.6666666667,1.6393442623,3.5714285714,0
"Rhondda Cynon Taf 017A ","W01001171 ",1.1933174224,0,0,0.7326007326,3.7656903766,0,0,0,0,0,0,1.4705882353,1.2658227848,0,0,1,0,3.7974683544,4.4117647059,5.5555555556,1.9607843137,5.8823529412,0
"Rhondda Cynon Taf 017B ","W01001229 ",1.5352407537,0,0,1.1506276151,4.7619047619,0,0,0,0,1.6806722689,1.0752688172,2.1505376344,0,0.826446281,0,0.8,0.8928571429,3.4482758621,7.0422535211,0,0,11.538461538,10.344827586
"Rhondda Cynon Taf 017C ","W01001230 ",0.7947019868,0,0,0.7306889353,1.968503937,0,0,0,0,0.9259259259,0,1.2195121951,0,1.5873015873,1.0309278351,0.8547008547,0,1.1363636364,4.5454545455,0,1.5873015873,3.2258064516,0
"Rhondda Cynon Taf 017D ","W01001231 ",1.2337662338,0,0,0.8072653885,4.0441176471,0,0,0,0,0,0.826446281,0,0,0.9174311927,0.8064516129,1.0416666667,1.1363636364,3.7974683544,1.4925373134,5.9701492537,4.8387096774,4.8780487805,2.8571428571
"Rhondda Cynon Taf 017E ","W01001280 ",1.410177805,0.6896551724,0.8403361345,1.245210728,2.6936026936,1.0869565217,0,0.8695652174,1.49253731343284,1.1494252874,1.0638297872,1.8867924528,0.9615384615,0.9009009009,3.6363636364,0,1.25,0,3.7974683544,2.8985507246,0,0,7.6923076923
"Rhondda Cynon Taf 017F ","W01001281 ",1.7169923031,0.9933774834,0.8219178082,1.5325670498,2.915451895,0,1.1235955056,1.8867924528,0,0,1.5873015873,0,0.9174311927,2.0202020202,2.6548672566,1.0309278351,1.9047619048,4.3103448276,2.2727272727,1.0204081633,5.4794520548,4.4444444444,2.5641025641
"Rhondda Cynon Taf 020A ","W01001172 ",0.6032171582,0.3311258278,0.2793296089,0.4278074866,1.568627451,0,0,0.8620689655,0,0,0,0,0,0,1.0101010101,0,1.1904761905,2.0618556701,1.0989010989,1.9230769231,0,2.8571428571,4.347826087
"Rhondda Cynon Taf 020B ","W01001173 ",0.8040935673,0,0,0.4504504505,2.8925619835,0,0,0,0,0.9345794393,0,0,0,0.9615384615,0,0,0,2.0202020202,2.4096385542,3.1746031746,0,0,10
"Rhondda Cynon Taf 020C ","W01001174 ",1.4440433213,1.3986013986,1.1627906977,1.1441647597,2.6666666667,0,2.7027027027,1.7857142857,0,0,0,1.6129032258,0,1,2.2727272727,3.8095238095,1.1235955056,1.1363636364,3.0303030303,0,2.3255813953,9.0909090909,0
"Rhondda Cynon Taf 020D ","W01001232 ",0.8810572687,0,0,0.2120890774,4.9504950495,0,0,0,0,0,0,0,0,1.0309278351,0,1.1494252874,0,0,0,7.5471698113,11.111111111,4.1666666667,6.4516129032
"Rhondda Cynon Taf 007A ","W01001265 ",1.6938110749,1.0416666667,0.8450704225,1.25,3.8327526132,1.0638297872,1.1111111111,0.9615384615,0,0.8474576271,0,1.2658227848,3.3707865169,0,0.8695652174,1.7699115044,2.380952381,1.9230769231,1.1904761905,3.2786885246,3.125,2.8571428571,11.627906977
"Rhondda Cynon Taf 007B ","W01001266 ",1.1583011583,0,0,1.2484394507,1.9083969466,0,0,0,0,0,1.2658227848,1.4705882353,3.1746031746,2.5641025641,1.2048192771,0.9803921569,2.1505376344,0,0,0,4.8387096774,2.4390243902,2.9411764706
"Rhondda Cynon Taf 007C ","W01001267 ",2.2487702038,1.9607843137,1.6393442623,1.724137931,4.0268456376,4.8192771084,0,0.8849557522,0,0.8547008547,5.9701492537,3.7037037037,1.4084507042,0,0.7751937984,2.0618556701,3.1578947368,0,2.1276595745,2.8169014085,4.7619047619,7.6923076923,6.4516129032
"Rhondda Cynon Taf 007D ","W01001268 ",2.2440392707,1.1538461538,1.6025641026,2.306805075,3.0100334448,0,1.5151515152,1.8181818182,3.84615384615385,1.7543859649,1.1904761905,1.4925373134,1.4285714286,3.4482758621,0.9259259259,4.347826087,2.3529411765,2.3529411765,1.3698630137,3.75,0,6.25,6.6666666667
"Rhondda Cynon Taf 010A ","W01001269 ",1.7366136035,0.4255319149,0.3558718861,1.3496932515,3.6144578313,0,0,0.9345794393,0,0,0,0,1.25,1.0101010101,1.0204081633,1.1494252874,3.7974683544,3.8095238095,2.9702970297,0,5.7971014493,0,11.627906977
"Rhondda Cynon Taf 010B ","W01001270 ",1.8301610542,1.4084507042,1.1363636364,1.4051522248,3.3444816054,1.724137931,0,2.1739130435,0,0,0,1.3698630137,0,3.125,0,1.8691588785,2.1052631579,4.7058823529,3.4482758621,2.5641025641,3.2258064516,4.347826087,3.8461538462
"Rhondda Cynon Taf 010C ","W01001271 ",1.1728395062,0,0.2583979328,1.2440191388,2.4390243902,0,0,0,1.72413793103448,2.3255813953,0.9174311927,0,0,0.8771929825,0.8,2.5,3.3707865169,0,1.4084507042,3.125,1.9607843137,0,6.0606060606
"Rhondda Cynon Taf 010D ","W01001272 ",0.6472491909,0.625,0.5208333333,0.6369426752,0.7067137809,0.9708737864,1.0204081633,0,0,0,0,0,0,2.4,0,0.8695652174,0,2.1505376344,0,1.5151515152,0,2.2727272727,0
"Rhondda Cynon Taf 010E ","W01001273 ",1.4988009592,0.36900369,0.9036144578,1.0794896958,3.4391534392,0,0,1.0101010101,3.27868852459016,0,0,0,0,0.8849557522,1.8867924528,2.5423728814,0,2.0547945205,1.8348623853,2.2988505747,2.8571428571,8.9285714286,3.5714285714
"Rhondda Cynon Taf 011A ","W01001213 ",1.5429831007,0.3831417625,0.3225806452,1.364764268,3.0612244898,0,0,0.9900990099,0,0,1.1764705882,0,1.1235955056,1.0638297872,1.4084507042,1.2048192771,3.6144578313,3.3707865169,3.8461538462,1.7857142857,1.6129032258,2.1276595745,5.8823529412
"Rhondda Cynon Taf 011B ","W01001214 ",0.6158583526,0,0,0.2463054187,2.3622047244,0,0,0,0,0,0,0,0,0,0,0,1.0204081633,1.1235955056,0,0,4.4444444444,5.2631578947,8
"Rhondda Cynon Taf 011C ","W01001215 ",1.0617760618,0,0,0.9230769231,2.4154589372,0,0,0,0,1.3333333333,0,0,0,1.2048192771,4,0,1.7543859649,0,1.5625,0,8.6956521739,0,0
"Rhondda Cynon Taf 011D ","W01001216 ",1.12657389,0,0,1.1055276382,2.5,0,0,0,0,0,0.8620689655,1.0989010989,0,1.0204081633,0,1.8181818182,3.4482758621,3.0303030303,1.4285714286,1.5151515152,0,0,15.384615385
"Rhondda Cynon Taf 014A ","W01001200 ",1.1099899092,0,0,1.2364760433,1.7543859649,0,0,0,0,0,0,2.2222222222,0,0,0,4.8780487805,4.6153846154,0,0,0,0,3.0303030303,9.0909090909
"Rhondda Cynon Taf 014B ","W01001201 ",0.9053497942,0,0,0.9383378016,1.7167381974,0,0,0,0,0,2.5316455696,0,0,0,3.6144578313,1.3513513514,1.3513513514,0,0,0,9.0909090909,0,0
"Rhondda Cynon Taf 014C ","W01001260 ",1.3748854262,0,0,1.3196480938,3.2258064516,0,0,0,0,1.9607843137,0,0,0,1.4492753623,1.6129032258,1.3698630137,1.5151515152,4.6153846154,4.0816326531,2.2727272727,4.5454545455,2.8571428571,0
"Rhondda Cynon Taf 014D ","W01001285 ",1.2762762763,1.5384615385,1.2244897959,0.9367681499,2.1201413428,0,1.6666666667,2.5641025641,0,1.0416666667,1.4084507042,1.2987012987,0,1.0101010101,3.2608695652,0,1.0416666667,0,2.380952381,0,3.9215686275,5.1282051282,0
"Rhondda Cynon Taf 014E ","W01001286 ",1.768172888,0.3484320557,0.2777777778,1.6684045881,3.5587188612,1.2048192771,0,0,0,2.34375,1.9607843137,0,0,0,1.7543859649,2.1505376344,2.4096385542,5.4347826087,1.3698630137,1.6393442623,0,12,6.25
"Rhondda Cynon Taf 014F ","W01001287 ",1.3736263736,0.3937007874,0.9259259259,1.1506276151,3.2520325203,0,0,0.8849557522,2.85714285714286,0,0,0,2.2222222222,0,0.7874015748,0,4.3010752688,1.8348623853,3.5714285714,2.8571428571,4.8780487805,0,4.7619047619
"Rhondda Cynon Taf 014G ","W01001288 ",1.3456090652,0.7936507937,0.9404388715,1.4861995754,1.376146789,2.3255813953,0,0,1.49253731343284,0.826446281,0.8849557522,1.6666666667,1.1494252874,0,2.2727272727,1.0204081633,2.1276595745,3.9215686275,0,1.7857142857,5.5555555556,0,0
"Rhondda Cynon Taf 016A ","W01001166 ",2,2.479338843,2.0618556701,1.7878426698,2.2831050228,0,4.347826087,3.1578947368,0,0.7462686567,1.1494252874,0,2.2988505747,4.8192771084,1.1363636364,1.9801980198,3.8461538462,1.4492753623,2.5641025641,1.5625,2.7777777778,4.7619047619,0
"Rhondda Cynon Taf 016B ","W01001167 ",1.6914749662,0.6153846154,0.5449591281,1.9252548131,2.2222222222,1.0752688172,0,0.7936507937,0,1.6129032258,0.9900990099,2.2988505747,0,1.1111111111,2.0618556701,4.8780487805,1.2987012987,3.7735849057,0,1.3698630137,2.2222222222,2.380952381,12.5
"Rhondda Cynon Taf 016C ","W01001247 ",2.358490566,1.5479876161,1.3440860215,1.7941454202,5.0955414013,0.9433962264,0,3.305785124,0,1.4598540146,0.7751937984,2.7027027027,1.0638297872,1.4814814815,2.9411764706,1.0101010101,3.1914893617,2.752293578,5.4347826087,8.75,1.5625,5,2.6315789474
"Rhondda Cynon Taf 016D ","W01001248 ",1.5717092338,0,0,1.8223234624,2.4096385542,0,0,0,0,5.641025641,2.0689655172,0,1.4814814815,0.6535947712,0,3.0612244898,0.9523809524,2.2900763359,1.1111111111,2.2988505747,1.6666666667,1.9230769231,6.976744186
"Rhondda Cynon Taf 018A ","W01001217 ",0.1663893511,0,0,0.2590673575,0,0,0,0,0,0,0,0,0,0,1.0638297872,1.25,0,0,0,0,0,0,0
"Rhondda Cynon Taf 018B ","W01001218 ",1.1680726801,0.6920415225,0.5524861878,1.1639185257,1.8099547511,0,0,1.6806722689,0,0,2.8037383178,1.1363636364,0,0.8695652174,0.6896551724,0.9345794393,1.0101010101,3.7735849057,0,2.5,2.1276595745,2.5641025641,3.7037037037
"Rhondda Cynon Taf 018C ","W01001219 ",1.6936104696,0.4545454545,0.7490636704,1.3157894737,4.1152263374,0,0,1.2987012987,2.12765957446809,0.6993006993,1.1627906977,0,0,0,0,5.4347826087,0,2.8301886792,5.8823529412,2.8169014085,5.1282051282,0,6.1224489796
"Rhondda Cynon Taf 018D ","W01001220 ",2.0283975659,1.0273972603,1.1396011396,1.7130620985,4.347826087,1.2820512821,1.0638297872,0.8333333333,1.69491525423729,0.9900990099,0,2.0833333333,3.9215686275,0,0.9009009009,6.0240963855,0,2.0618556701,1.4285714286,5.0632911392,0,13.793103448,6.4516129032
"Rhondda Cynon Taf 018E ","W01001259 ",1.6959418534,0.2976190476,0.2487562189,1.9665683382,2.3489932886,0.9174311927,0,0,0,0,3.2520325203,2.8037383178,0,0.8620689655,0,2.9126213592,6.5217391304,2.7777777778,1.1627906977,1.4285714286,1.5151515152,9.0909090909,0
"Rhondda Cynon Taf 018F ","W01001261 ",2.5437201908,1.4778325123,1.6597510373,2.278177458,4.5248868778,2.5,0,1.3333333333,2.63157894736842,2.9761904762,1.0204081633,2.2727272727,0,4.2105263158,3.5714285714,1.3513513514,0,3.4482758621,5.5555555556,5.2631578947,0,3.3333333333,7.1428571429
"Rhondda Cynon Taf 023A ","W01001178 ",0.643651258,0,0,0.1826484018,3.3088235294,0,0,0,0,0,0,0,0,0.8695652174,0.8,0,0,0,3.2258064516,5.4794520548,1.724137931,4,0
"Rhondda Cynon Taf 023B ","W01001179 ",1.1001737116,0.296735905,0.4819277108,1.4453477868,0.7067137809,0,0,0.6849315068,1.28205128205128,3.3112582781,0.9900990099,0,0,0,3.164556962,0.8403361345,3.5294117647,0,1.1764705882,1.0869565217,0,0,0
"Rhondda Cynon Taf 023C ","W01001253 ",1.6106442577,2.0905923345,1.6901408451,1.2847965739,2.4154589372,5.7471264368,1.0989010989,0,0,0,4.3956043956,0,2.9702970297,1.5384615385,0.9259259259,0,1.3698630137,1.0101010101,3.5294117647,3.3333333333,0,0,0
"Rhondda Cynon Taf 023E ","W01001255 ",0.1877346683,0,0,0.0967117988,0.8583690987,0,0,0,0,0,0,0,0.9259259259,0,0,0,0,0,0,0,3.7735849057,0,0
"Rhondda Cynon Taf 023F ","W01001914 ",0.1143510577,0,0.1795332136,0.1683501684,0,0,0,0,1.23456790123457,0,0,0,0.5235602094,0,0,0,0,0,0,0,0,0,0
"Rhondda Cynon Taf 023G ","W01001917 ",1.3404825737,1.677852349,1.3850415512,0.7633587786,2.8880866426,0,3.2258064516,1.6260162602,0,0.8474576271,0,0,3.7037037037,0,0,0,4.1095890411,0,3.0612244898,2.8169014085,2.1276595745,0,7.4074074074
"Rhondda Cynon Taf 024A ","W01001249 ",1.4398848092,0.4566210046,0.7575757576,1.5891032917,1.7301038062,1.6393442623,0,0,2.22222222222222,1.0989010989,0,1.4084507042,1.3333333333,0,2.1276595745,2.8571428571,3.3707865169,1.9230769231,0,1.0989010989,2.0408163265,4.4444444444,3.125
"Rhondda Cynon Taf 024B ","W01001250 ",0.7784854919,0.3984063745,0.3215434084,0.5675368899,1.7793594306,0,0,0.8928571429,0,3.0303030303,0,0,0,0.9803921569,0,0,0,0.8547008547,1.7699115044,1.3888888889,2.2727272727,3.3333333333,0
"Rhondda Cynon Taf 024C ","W01001251 ",0.5780346821,0.2645502646,0.4555808656,0.621761658,0.9345794393,0,0.9174311927,0,1.63934426229508,0,0,0,0,0.9708737864,2.1505376344,1.0309278351,1.1904761905,0,1.2987012987,1.8867924528,0,0,0
"Rhondda Cynon Taf 024D ","W01001252 ",0.3282994091,0,0.2976190476,0.3861003861,0.4672897196,0,0,0,1.58730158730159,0.8620689655,1.0309278351,0,0,0,0.8849557522,0,0,0,0,0,0,5.8823529412,0
"Rhondda Cynon Taf 029A ","W01001160 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhondda Cynon Taf 029B ","W01001161 ",0.1348920863,0,0.1801801802,0.1315789474,0.4291845494,0,0,0,1.19047619047619,0,0,0,0,0,0.5263157895,0,0,0,1.3157894737,0,0,0,0
"Rhondda Cynon Taf 029C ","W01001189 ",0.7215874925,0.7481296758,0.8928571429,0.5576208178,1.6129032258,0,0,2.0408163265,2.12765957446809,0,0,0,0,1.724137931,2.6315789474,0,0,0,1.2048192771,0,4.1666666667,0,7.6923076923
"Rhondda Cynon Taf 029D ","W01001190 ",0.3555906756,0.3846153846,0.3184713376,0.2348796242,0.974025974,0,1.226993865,0,0,0,1.2422360248,0,0,0,0.8097165992,0,0,0,1.0869565217,1.1494252874,1.9607843137,0,0
"Rhondda Cynon Taf 030A ","W01001193 ",0.1648804617,0,0,0,0.8695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2820512821,0,0,4.347826087,0
"Rhondda Cynon Taf 030B ","W01001194 ",0.2771362587,0.2242152466,0.3868471954,0.3455425017,0,0,0,0.7518796992,1.40845070422535,0,0,0,0.5050505051,0.5747126437,0.6622516556,0,0,0.6622516556,0,0,0,0,0
"Rhondda Cynon Taf 030C ","W01001195 ",0.8730691739,0,0,0.702106319,2.5423728814,0,0,0,0,0,0,1.1235955056,0,0,0,1.8691588785,0.9259259259,3.2967032967,0,4.4776119403,2.0833333333,3.7037037037,5
"Rhondda Cynon Taf 030D ","W01001242 ",0.1526717557,0,0,0.2717391304,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333,1.0638297872,0,0,0,0,0
"Rhondda Cynon Taf 030E ","W01001243 ",0.8895478132,0.4310344828,0.7194244604,1.1876484561,0.3636363636,1.2048192771,0,0,2.17391304347826,0,5.5555555556,1.1764705882,0.9900990099,0,2.1052631579,1.2658227848,0,0,1.4925373134,0,0,0,0
"Rhondda Cynon Taf 031A ","W01001191 ",0.2820306205,0,0,0.293255132,0.8163265306,0,0,0,0,1.4705882353,0,0.4739336493,0,0.9661835749,0,0,0,0,2.0202020202,0,0,0,0
"Rhondda Cynon Taf 031B ","W01001192 ",0.6706908115,1.2048192771,1.0582010582,0.6622516556,0,1.7391304348,1.9607843137,0,0,1.0869565217,0.8620689655,1.0989010989,1.0638297872,0,0,0,2.4390243902,0,0,0,0,0,0
"Rhondda Cynon Taf 031C ","W01001223 ",1.1934673367,0,0.3225806452,1.8575851393,0.2808988764,0,0,0,2.32558139534884,3.7037037037,3.2258064516,0.9523809524,0.8771929825,1.6949152542,2.2222222222,0.9345794393,2,1.9230769231,0,0,1.4925373134,0,0
"Rhondda Cynon Taf 031D ","W01001224 ",0.2818224519,0,0,0.4389173372,0,0,0,0,0,2.5316455696,1.3333333333,0,0,0,1.1049723757,0,0,0.9090909091,0,0,0,0,0
