"Community safety and social inclusion > Welsh Index of Multiple Deprivation > WIMD indicator data by age > Indicator Data by Lower Layer Super Output Areas - Households With No Central Heating"
""

Filters:
Indicator: Population living in households with no central heating (percentage)

"","","All Ages ","0- 15 ","0 - 18 ","16 - 64 ",65+ ," 0 - 4 ","5 - 9 ","10 - 15 ","16 - 18 ","19 - 24 ","25 - 29 ","30 -34 ","35 - 39 ","40 - 44 ","45 - 49 ","50 - 54 ","55 - 59 ","60 - 64 ","65 - 69 ","70 - 74 ","75 - 79 ","80 - 84 ",85+ 
"Neath Port Talbot 006C ","W01000904 ",0.196206671,0.3154574132,0.2762430939,0.2049180328,0,1.0869565217,0,0,0,0,0,1.0638297872,0,0.6711409396,0,0,0,0,0,0,0,0,0
"Neath Port Talbot 006D ","W01000905 ",0.1285347044,0,0,0.1004016064,0.4484304933,0,0,0,0,0,0,0,0,0,0,0,0.9803921569,0,0,0,0,0,3.125
"Neath Port Talbot 006E ","W01000908 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neath Port Talbot 007A ","W01000906 ",0.0966183575,0,0,0,0.3322259136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516
"Neath Port Talbot 007B ","W01000907 ",0.1714285714,0,0,0.0950570342,0.6116207951,0,0,0,0,0,0,0,0,0,0.826446281,0,0,0,1.2658227848,0.9803921569,0,0,0
"Neath Port Talbot 007C ","W01000922 ",0.2994011976,0,0,0.2801120448,0.7168458781,0,0,0,0,0,0,0,0.8130081301,0,0.8064516129,0,0,0.8928571429,1.25,0,0,2.7027027027,0
"Neath Port Talbot 007D ","W01000923 ",0.2038043478,0,0,0.3205128205,0,0,0,0,0,1.0869565217,0,0,0,0,0.8849557522,0.78125,0,0,0,0,0,0,0
"Neath Port Talbot 009A ","W01000909 ",0.6081668115,0,0,0.5610098177,1.1764705882,0,0,0,0,0,0,0,0,0,0,0,2.5974025974,1.8518518519,1.0869565217,1.6129032258,0,4.347826087,0
"Neath Port Talbot 009B ","W01000910 ",0.7482993197,0,0.3846153846,0.9118541033,0.7117437722,0,0,0,1.72413793103448,1.2345679012,0,1.2195121951,0,1.0638297872,0.9433962264,0.8403361345,1.6666666667,0.6289308176,0,0,0,3.4482758621,3.5714285714
"Neath Port Talbot 009C ","W01000911 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neath Port Talbot 009D ","W01000969 ",0.2380952381,0,0,0.234741784,0.4587155963,0,0,0,0,0,0,0,0,0,0,0.8620689655,1,0,0,0,2.3255813953,0,0
"Neath Port Talbot 008A ","W01000934 ",1.4251781473,0,0,1.2880562061,3.4146341463,0,0,0,0,0.7518796992,0,1.1494252874,1.3157894737,2.3529411765,3.2258064516,1.0638297872,1.2048192771,1.3888888889,5.3571428571,3.4482758621,0,7.6923076923,0
"Neath Port Talbot 008B ","W01000935 ",1.5189873418,0,0,1.1428571429,3.4985422741,0,0,0,0,1.3333333333,1.8018018018,0,0,0,0.8620689655,2.5423728814,0.9900990099,2.479338843,2.0202020202,3.0769230769,6.25,0,8
"Neath Port Talbot 008C ","W01000938 ",0.83081571,0,0.9478672986,0.7822685789,1.2886597938,0,0,0,4.76190476190476,0,0,0,0,0,1.0101010101,1.9417475728,0,0.9174311927,0.8771929825,1.1235955056,0,1.5873015873,3.8461538462
"Neath Port Talbot 008D ","W01000939 ",0.9001636661,0,0,1.1597938144,0.6779661017,0,0,0,0,3.5714285714,2,0,0,0,1.2987012987,3.9473684211,0,0,1.4925373134,1.7543859649,0,0,0
"Neath Port Talbot 008E ","W01000940 ",0.1557632399,0,0,0.2444987775,0,0,0,0,0,2.5316455696,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neath Port Talbot 010A ","W01000912 ",0.6024096386,0.5586592179,0.8968609865,0.5376344086,0.8368200837,0,0,1.2345679012,2.27272727272727,1.3888888889,0,0,0,1.2987012987,0,0,0,1.0989010989,0,4.347826087,0,0,0
"Neath Port Talbot 010B ","W01000913 ",2.2452504318,0,0,2.0161290323,4.7413793103,0,0,0,0,0.8695652174,0,2.5974025974,3.1746031746,0,0,4.4117647059,6.25,4.6875,5.0847457627,3.3333333333,2.2727272727,7.8947368421,6.4516129032
"Neath Port Talbot 010C ","W01000914 ",0.3198976328,0,0.2652519894,0.4897159647,0,0,0,0,2,0,0,0,0,0,2.6086956522,0,0,1.0989010989,0,0,0,0,0
"Neath Port Talbot 010D ","W01000915 ",0.5809128631,0.4405286344,0.3623188406,0.5108556833,1.0256410256,0,0,1.2048192771,0,1.4705882353,0,0,1.4925373134,0,0,0,0,2.1739130435,0,0,4.8780487805,0,0
"Neath Port Talbot 010E ","W01000916 ",2.2375215146,0.8658008658,0.7490636704,2.0215633423,4.7619047619,0,0,2.2988505747,0,2.7027027027,1.1111111111,2.7027027027,1.0526315789,1.2195121951,0,2.7027027027,5.9701492537,3.125,7.9365079365,0,3.125,9.5238095238,4.1666666667
"Neath Port Talbot 010F ","W01000917 ",0.7547169811,0.4237288136,0.5172413793,0.5561735261,2.1052631579,1.2422360248,0,0,0.925925925925926,1.0526315789,0,1.1049723757,1.6666666667,0.4807692308,0.4587155963,0,0,0,0,1.3157894737,1.2987012987,1.6666666667,10.638297872
"Neath Port Talbot 012A ","W01000936 ",0.1976284585,0.3021148036,0.2463054187,0.0983284169,0.5882352941,0,1.0869565217,0,0,0,0.8547008547,0,0,0,0,0,0,0,2.1739130435,0,0,0,0
"Neath Port Talbot 012B ","W01000941 ",0.7227332457,0,0,0.9127789047,0.9900990099,0,0,0,0,0,2.1505376344,0,0.8928571429,0,1.5267175573,0,1.25,3.4090909091,0,1.6949152542,3.5714285714,0,0
"Neath Port Talbot 012C ","W01000942 ",1.1128775835,1.4117647059,1.1741682975,0.6666666667,2.6717557252,0,2.2556390977,2.0547945205,0,0,0,1.724137931,0,0.7874015748,0.7142857143,0,1.9230769231,1.8691588785,0,4.5454545455,2.2727272727,6.976744186,0
"Neath Port Talbot 012D ","W01000943 ",0.7756948933,0,0,0.7360672976,1.6835016835,0,0,0,0,1.3157894737,1.1363636364,0,0,0.78125,0,2,2.0833333333,0,0,3.75,2.1276595745,0,4.7619047619
"Neath Port Talbot 013A ","W01000894 ",1.1070110701,0,0,0.7343941248,2.786377709,0,0,0,0,0,0,1.4492753623,0,1.1904761905,0,0,1.0638297872,3.2258064516,3.4482758621,5.0632911392,0,2.0408163265,2.2222222222
"Neath Port Talbot 013B ","W01000895 ",2.7290448343,1.9841269841,2.0202020202,2.7695351137,3.2608695652,2.5,0,3.2258064516,2.22222222222222,1.1111111111,1.4388489209,1.7543859649,6.5420560748,2.8571428571,1.7699115044,4.0650406504,3.5294117647,2.2222222222,1.1494252874,1.5384615385,2.380952381,2.4390243902,12.195121951
"Neath Port Talbot 013C ","W01000896 ",0.6524317912,0.2551020408,0.2100840336,0.469043152,2.1929824561,0,0,0.6666666667,0,0.6451612903,0,1.0416666667,1.0309278351,0,0,0,1.1235955056,1.4084507042,1.6129032258,2,2.4390243902,1.8867924528,4.5454545455
"Neath Port Talbot 013D ","W01000897 ",2.2036474164,0.9216589862,1.1029411765,2.1739130435,3.3210332103,0,0,1.8518518519,1.81818181818182,1.25,0,2.1276595745,1.2658227848,2.4096385542,2.4096385542,3.5714285714,4.0404040404,2.0618556701,5.2631578947,0,1.6949152542,5,5.4054054054
"Neath Port Talbot 013E ","W01000937 ",1.037037037,1.6129032258,1.3729977117,0.6593406593,2.0833333333,3.2679738562,0.9523809524,0,0,0,2.3952095808,0,0,0,0.6535947712,0.6993006993,0.8064516129,1.7857142857,0,2.2988505747,2.0408163265,5.4054054054,3.125
"Neath Port Talbot 015A ","W01000889 ",0.7825600894,0,0,0.5244755245,2.0671834625,0,0,0,0,1.0638297872,0,0,0,1.9047619048,0,0,0.8547008547,1.4388489209,0,2.9702970297,3.7037037037,0,7.1428571429
"Neath Port Talbot 015B ","W01000890 ",0.422705314,0,0,0.384985563,0.8571428571,0,0,0,0,0,0,0,0.9803921569,0,1.7699115044,0.7633587786,0,0,1.0204081633,0.9615384615,0,0,4.347826087
"Neath Port Talbot 015C ","W01000891 ",1.2969283276,0.3649635036,0.6116207951,1.7391304348,0.7380073801,0,0,1.1627906977,1.88679245283019,3.9215686275,0,0.7751937984,0,1.1627906977,1.8691588785,1.3698630137,0.9523809524,5.9523809524,0,0,0,2.2222222222,2.5
"Neath Port Talbot 015D ","W01000892 ",0.6455083378,0,0,0.8159564823,0.6211180124,0,0,0,0,0.9259259259,0,0.9345794393,0,0,0.8771929825,1.6,0.8064516129,2.1126760563,0,0,2.1978021978,0,1.9607843137
"Neath Port Talbot 016A ","W01000883 ",1.2820512821,0,0,1.4895729891,1.3157894737,0,0,0,0,0,0,0,0,0,0.9174311927,3.0487804878,2.9585798817,3.0534351145,2.5641025641,0,0,4,0
"Neath Port Talbot 016B ","W01000958 ",0.5607476636,0.283286119,0.2427184466,0.6698564593,0.4830917874,0,0.8333333333,0,0,0,1.8018018018,0,0,0,0.9803921569,3.8461538462,0,0,0,0,0,0,2.2727272727
"Neath Port Talbot 016C ","W01000961 ",0.8069522036,0,0,0.7407407407,1.5625,0,0,0,0,0,1.0752688172,0,1.1235955056,0,1,0.7633587786,3.125,0,0,1.3157894737,4.4247787611,0,0
"Neath Port Talbot 016D ","W01000962 ",0.8243500317,0,0.2288329519,0.4945598417,4.0609137056,0,0,0,1.47058823529412,0,0,0,1.0869565217,2.0833333333,0,0,0,1.0752688172,0,5,6.0606060606,2.3255813953,10.344827586
"Neath Port Talbot 016E ","W01000963 ",0.7825600894,0,0.2237136465,0.6566604128,1.912568306,0,0,0,1.11111111111111,0.8403361345,0.9523809524,0,0,0.9174311927,1.7391304348,0.7633587786,0,0,4.9180327869,3.0303030303,0,2.1052631579,0
"Neath Port Talbot 016F ","W01000964 ",0.8640552995,0.325732899,0.5089058524,0.9606147935,1.0309278351,0,0,0.6211180124,1.16279069767442,0,0.9259259259,0,0,0,1.7094017094,2.0979020979,2.8846153846,0,0,0.9708737864,1.0204081633,2.5,0
"Neath Port Talbot 017A ","W01000884 ",1.6881028939,0,0.3355704698,1.8427518428,3.3519553073,0,0,0,2.12765957446809,0.8695652174,0.78125,0,1.2195121951,1.3888888889,2.4096385542,4.8192771084,4.2253521127,2.1739130435,0,1.8518518519,6.6666666667,10,5.8823529412
"Neath Port Talbot 017B ","W01000885 ",0.7575757576,1.2244897959,1.0416666667,0.6045949214,0.8064516129,2.2471910112,1.4492753623,0,0,0,0.7936507937,2.1978021978,1.3157894737,0,0,1.1627906977,0,0,0,0,2.4390243902,2.8571428571,0
"Neath Port Talbot 017C ","W01000886 ",1.3531799729,0,0,0.8806262231,5.8201058201,0,0,0,0,0,0,0.9900990099,0.9009009009,1.9607843137,0,0.8928571429,2.8571428571,1.4492753623,4.4444444444,7.4074074074,2.6315789474,0,13.333333333
"Neath Port Talbot 017D ","W01000957 ",0.4872107186,0,0,0.0986193294,1.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333,2.6785714286,0,1.3698630137,2.7397260274,1.5625
"Neath Port Talbot 017E ","W01000959 ",0.8800880088,0.3144654088,0.2493765586,0.7407407407,2.1052631579,1.2048192771,0,0,0,0.826446281,1.9417475728,1.5873015873,0,0.9009009009,0.6896551724,0,1.5873015873,0,0,1.3698630137,1.5625,4.2553191489,6.25
"Neath Port Talbot 017F ","W01000960 ",0.5226480836,0,0,0.3561887801,1.6447368421,0,0,0,0,0,0,0,0.8620689655,0,1.5625,0,0,0.9259259259,2.8169014085,1.3513513514,1.4925373134,2.4390243902,0
"Neath Port Talbot 011A ","W01000920 ",1.8312101911,1.7543859649,1.384083045,1.8248175182,1.9417475728,5.7971014493,0,0,0,1.1111111111,3.0303030303,4,1.4084507042,0.9708737864,2.0408163265,1.3157894737,4.6511627907,0,0,1.8867924528,0,5.8823529412,5.8823529412
"Neath Port Talbot 011B ","W01000921 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neath Port Talbot 011C ","W01000924 ",1.3686131387,0.518134715,1.2765957447,1.7216642755,0.9708737864,0,0,1.4492753623,4.76190476190476,1.3157894737,1.2987012987,1.7543859649,0,1.4084507042,3.0303030303,1.2987012987,0,3.0612244898,1.4705882353,0,0,0,3.2258064516
"Neath Port Talbot 011D ","W01000930 ",0.4405286344,0,0,0.464037123,0.7722007722,0,0,0,0,0,0,1.2048192771,0,0,0,1.3888888889,2.3255813953,0,1.1764705882,1.4285714286,0,0,0
"Neath Port Talbot 014A ","W01000898 ",0.6811989101,0,0,0.8465608466,0.7692307692,0,0,0,0,0,0,0,0,2.1505376344,1.4814814815,0.9433962264,0.9345794393,1.652892562,2.0833333333,0,0,0,0
"Neath Port Talbot 014B ","W01000899 ",0.1786777844,0,0,0.1877934272,0.3215434084,0,0,0,0,0,0,0,0.9009009009,0,0,0,1.0989010989,0,0,0,2.1276595745,0,0
"Neath Port Talbot 014C ","W01000900 ",1.0752688172,0.3584229391,0.2824858757,1.3586956522,0.6872852234,1.3888888889,0,0,0,1.6260162602,3,0.9615384615,3.0612244898,0,0.7518796992,0.8064516129,1.7094017094,1.6949152542,2.0833333333,0,0,0,0
"Neath Port Talbot 014D ","W01000901 ",0.7738095238,0.325732899,0.5420054201,0.8372093023,1.0067114094,0,1.1764705882,0,1.61290322580645,0,0.8196721311,1.0526315789,0,0.7299270073,2.34375,1.652892562,0,0,0,0,2.1739130435,2.0408163265,3.5714285714
"Neath Port Talbot 014E ","W01000945 ",0.6076388889,0,0,0.8086253369,0.4926108374,0,0,0,0,0,0,0,0,1.1363636364,2.5974025974,2.4096385542,1.0204081633,0,0,0,0,0,3.8461538462
"Neath Port Talbot 018A ","W01000949 ",0.6731488407,0,0.4098360656,0.5714285714,1.5151515152,0,0,0,2.17391304347826,1.3157894737,0,0,0,0,0,0,0.9523809524,2.1052631579,0,2.8985507246,1.8518518519,0,2.8571428571
"Neath Port Talbot 018B ","W01000950 ",1.1612903226,0,0,0.7582938389,4.4642857143,0,0,0,0,0.6666666667,0,0,2.7272727273,0,1.6,0,1.0204081633,1.25,1.3513513514,4.0816326531,5.4054054054,9.6774193548,6.0606060606
"Neath Port Talbot 018C ","W01000951 ",1.9505851756,0,0,1.7857142857,5.5837563452,0,0,0,0,0.7692307692,1.6129032258,0.9090909091,5.1020408163,3.0303030303,0.7751937984,1.5625,2.9126213592,1.1904761905,2.1276595745,0,11.538461538,2.7777777778,18.181818182
"Neath Port Talbot 018D ","W01000952 ",1.1101622545,0.4854368932,0.395256917,0.8860759494,2.8571428571,1.2820512821,0,0,0,0,1.2195121951,0,1.3157894737,1.2820512821,2.3255813953,0,1.2195121951,1.5625,1.9230769231,0,0,6.4516129032,6.4516129032
"Neath Port Talbot 018E ","W01000966 ",1.6985138004,0,0.3891050584,1.4772727273,3.4161490683,0,0,0,2.17391304347826,0,0,1.2658227848,0,0.9803921569,3.8759689922,2.3529411765,2.3255813953,1,3.7735849057,1.0869565217,0,3.0303030303,12.820512821
"Neath Port Talbot 019A ","W01000932 ",0.9587727709,0.7142857143,1.6574585635,0.7496251874,1.6949152542,0,0,1.6949152542,4.8780487804878,0,0,0,1.6393442623,1.5384615385,0,0,0,1.3333333333,3.2786885246,3.9215686275,0,0,0
"Neath Port Talbot 019B ","W01000933 ",0.5575266092,0.4415011038,0.3759398496,0.6177606178,0.4444444444,0.7575757576,0,0.6493506494,0,0,0,0.7692307692,0,1.0638297872,0.5681818182,0.8,0.9615384615,1.4705882353,1.1235955056,0,0,0,0
"Neath Port Talbot 019C ","W01000967 ",1.6326530612,0,0,1.246105919,4.8979591837,0,0,0,0,1.9607843137,0,0,0,0.9615384615,2.6548672566,2.1739130435,2.1052631579,2.1052631579,0,4.2253521127,7.8947368421,4,11.627906977
"Neath Port Talbot 019D ","W01000968 ",1.2651555087,0.5917159763,0.75,1.1990407674,2.2727272727,0,1.9607843137,0,1.61290322580645,0,0.7299270073,1.4705882353,3.1007751938,0.7936507937,1.5384615385,2.1582733813,0,0.7194244604,0,0,5.3571428571,5.5555555556,8.6956521739
"Neath Port Talbot 002A ","W01000918 ",0.2623294858,0,0,0.4016064257,0,0,0,0,0,0.7518796992,0.8403361345,0.9523809524,0,0.7692307692,0,0,0,0.6896551724,0,0,0,0,0
"Neath Port Talbot 002B ","W01000944 ",0.67170445,0,0,0.5420054201,1.6,0,0,0,0,0,0,1.2820512821,0,0,1.3157894737,0,0,2.0202020202,1.1904761905,3.3333333333,0,3.0303030303,0
"Neath Port Talbot 002C ","W01000965 ",0.811843362,0,0.4246284501,0.7651109411,1.7902813299,0,0,0,2.66666666666667,0.7194244604,0,3.6697247706,0,0,0,0,1.9867549669,0,0.7462686567,0,2.5,7.6923076923,0
"Neath Port Talbot 004A ","W01000888 ",0.4357298475,0,0,0.2560819462,1.9607843137,0,0,0,0,0.6329113924,0,0,0,0.5263157895,0.5050505051,0.6060606061,0,0,0,1.6393442623,1.9607843137,4.6511627907,4.6511627907
"Neath Port Talbot 004B ","W01000946 ",0.5913272011,0.3610108303,0.2824858757,0.4024144869,1.593625498,1.2195121951,0,0,0,0,1.2195121951,2.8169014085,0,0,0.8,0,0,0,1.1904761905,1.6666666667,0,0,7.4074074074
"Neath Port Talbot 004C ","W01000947 ",0.1967535662,0.2247191011,0.1937984496,0.0777604977,0.6622516556,0.641025641,0,0,0,0,0,0,0,0,0,0,0.9803921569,0,0.8771929825,1.5873015873,0,0,0
"Neath Port Talbot 004D ","W01000948 ",0.9065155807,0,0,0.4336513443,3.1161473088,0,0,0,0,0,0.9708737864,0,1.724137931,0.7518796992,0,0,0,0.7575757576,0,2.5974025974,4.0816326531,6.6666666667,4.6875
"Neath Port Talbot 004E ","W01000955 ",1.4274385408,0.4464285714,0.3717472119,1.5364916773,1.953125,0,0,0.9900990099,0,1.1764705882,3.7037037037,1.5873015873,2.5641025641,1.1494252874,0,2.0618556701,0,3.5294117647,2.380952381,2.9411764706,0,2.9411764706,0
"Neath Port Talbot 004F ","W01000956 ",0.0847457627,0,0,0,0.3225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516
"Neath Port Talbot 004G ","W01000971 ",0.7868383405,0,0,0.974025974,0.8547008547,0,0,0,0,1.1627906977,0,1.3333333333,0,0.8064516129,0,0,1.1904761905,4.7619047619,0,0,2.1276595745,0,4.5454545455
"Neath Port Talbot 020A ","W01000919 ",1.5384615385,0.4854368932,1.2145748988,2.1333333333,0.4672897196,0,0,1.2195121951,4.8780487804878,1.5384615385,1.3698630137,1.5625,0,1.0869565217,1.0869565217,5.5555555556,1.1764705882,3.6144578313,1.3888888889,0,0,0,0
"Neath Port Talbot 020B ","W01000927 ",0.6082725061,0,0.2717391304,0.4562043796,2.1834061135,0,0,0,2.04081632653061,0,0,0,0.8064516129,2.0408163265,0,0,0,0.9090909091,2.4691358025,1.7857142857,0,5.8823529412,0
"Neath Port Talbot 020C ","W01000928 ",0.5108556833,0,0,0.4901960784,1.0752688172,0,0,0,0,0,0,1.2987012987,0,0,0,3.2786885246,0,0,2.1739130435,1.8181818182,0,0,0
"Neath Port Talbot 020D ","W01000929 ",0.688599847,0,0,0.3676470588,2.6666666667,0,0,0,0,0,0,0,0,0,0,0,1.1764705882,2.380952381,3.5294117647,1.9230769231,2.1739130435,3.4482758621,0
"Neath Port Talbot 020E ","W01000931 ",1.8045112782,1.9230769231,2.6058631922,1.9002375297,1.3157894737,2.6666666667,1.2658227848,1.8867924528,6.38297872340426,4.8192771084,1.1627906977,2.1276595745,1.1904761905,2.2988505747,1.3333333333,1.2048192771,0,0.9708737864,1.3333333333,0,2.0833333333,0,3.5714285714
"Neath Port Talbot 020F ","W01000973 ",1.0295126973,0,0,0.773480663,2.7491408935,0,0,0,0,0,0,3.7974683544,0,0,1.8181818182,0,2.1276595745,0,0,4.1095890411,3.7735849057,5,2.7027027027
"Neath Port Talbot 020G ","W01001900 ",2.3391812865,1.2903225806,1.0869565217,2.0304568528,4.9180327869,0,0.9708737864,2.380952381,0,3.4090909091,1.1235955056,1.1363636364,2.6315789474,2.4390243902,0.8403361345,1.9607843137,3.8461538462,2,4.5454545455,3.2258064516,7.6923076923,3.5714285714,7.4074074074
"Bridgend 001A ","W01000991 ",0.7073386384,0,0,0.4184100418,2.8901734104,0,0,0,0,0,0,0,0,0,1.0989010989,0,0,2.7027027027,1.7543859649,2.2222222222,0,0,12.5
"Bridgend 001B ","W01000992 ",0.2657807309,0,0,0.1054852321,1.2396694215,0,0,0,0,0,0,0,0,0,0,0,1.1904761905,0,0,0,0,0,13.636363636
"Bridgend 001C ","W01000993 ",1.1147540984,0.8695652174,0.7692307692,0.7238883144,3.2863849765,2.3076923077,0,0,0,0.826446281,1.7094017094,0,0,0,0,2.5316455696,1.8181818182,0,3.4482758621,3.0303030303,4.8780487805,0,4.7619047619
"Bridgend 001D ","W01000994 ",0.5722460658,0,0,0.773480663,0.518134715,0,0,0,0,0.9345794393,0,0,0,0,0,0,3.7974683544,3.488372093,0,1.724137931,0,0,0
"Bridgend 001E ","W01000995 ",0.6963788301,0.4115226337,0.3448275862,0.7865168539,0.6600660066,1.25,0,0,0,0.9523809524,0,1.4084507042,0,1.0204081633,0.78125,0,1.1764705882,2.2727272727,0.9259259259,0,0,2.2727272727,0
"Bridgend 002A ","W01001014 ",1.2195121951,0,0,1.245210728,2.1084337349,0,0,0,0,0,0.8771929825,1,0,0,0.8849557522,2.8037383178,1.6260162602,5.4347826087,2.1739130435,0,1.3513513514,6.5217391304,2.380952381
"Bridgend 002B ","W01001015 ",0.2715546504,0,0.2666666667,0.4237288136,0,0,0,0,1.2987012987013,2.1505376344,0,0,0,0.8333333333,0,0,0,0,0,0,0,0,0
"Bridgend 002C ","W01001017 ",0.7447528775,0,0,0.6403415155,1.8656716418,0,0,0,0,0,0,1.4084507042,0,0.9433962264,0,0,2.9126213592,1.0526315789,0,0,5.8823529412,2.1276595745,3.3333333333
"Bridgend 002D ","W01001018 ",0.7930785869,0.8849557522,0.701754386,0.6396588486,1.3452914798,0,3.3333333333,0,0,0,0,1.3888888889,1.0204081633,0.8547008547,0,0,1.1111111111,1.7391304348,2.9411764706,0,0,0,4.347826087
"Bridgend 002E ","W01001020 ",0.6963788301,0,0,0.8230452675,1.1049723757,0,0,0,0,0,2.5316455696,0,0.8771929825,1.7699115044,0.7518796992,0,0,2.4096385542,1.5873015873,0,3.8461538462,0,0
"Bridgend 003A ","W01000976 ",0.9049773756,0,0.3802281369,0.9873060649,1.724137931,0,0,0,2.4390243902439,0,2.1276595745,0,0,0,2.2222222222,1.3157894737,2.1276595745,0,2.0408163265,0,2.1739130435,4.7619047619,0
"Bridgend 003B ","W01000977 ",0.2161383285,0,0,0.3289473684,0,0,0,0,0,0,0,0,0,0,0,1.1494252874,2.1505376344,0,0,0,0,0,0
"Bridgend 003C ","W01001024 ",0.2622377622,0,0,0.1315789474,1.1173184358,0,0,0,0,0,0,0,0,0,0,0,0,1.0869565217,1.4925373134,0,0,0,5
"Bridgend 003D ","W01001025 ",0.25,0,0,0.1254705144,1.0416666667,0,0,0,0,0,0,0,0,0,1.0526315789,0,0,0,0,0,0,5.8823529412,4.7619047619
"Bridgend 003E ","W01001033 ",0.1726121979,0,0,0,1.0380622837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0833333333,2.5641025641,3.7037037037
"Bridgend 003F ","W01001034 ",0.3625815809,0,0,0.3253796095,0.8230452675,0,0,0,0,0,0,0,0,0.8771929825,2.4691358025,0,0,0,0,1.6949152542,0,0,3.2258064516
"Bridgend 004A ","W01000975 ",0.2219263205,0,0,0.3521126761,0,0,0,0,0,0.5405405405,0.6756756757,0,0,1.3422818792,0.5813953488,0,0,0,0,0,0,0,0
"Bridgend 004B ","W01000978 ",0.7266629402,0.289017341,0.4662004662,0.701754386,1.3201320132,0,0,0.7692307692,1.20481927710843,0.7751937984,0,0.8474576271,0.8064516129,0,0,1.8181818182,0,1.7543859649,0,1.1904761905,1.8518518519,4.7619047619,0
"Bridgend 004C ","W01001009 ",1.2872083669,0.8620689655,1.0869565217,0.9696969697,3.2258064516,0,1.4705882353,1.0752688172,2.27272727272727,1.1494252874,0,2.1739130435,1.6393442623,1.9417475728,0,0,1.3888888889,0,1.25,0,3.2258064516,19.047619048,0
"Bridgend 004D ","W01001042 ",0.6726457399,0,0,0.6849315068,1.6759776536,0,0,0,0,1.0416666667,0,0,0,0.8620689655,0,3.0927835052,0,1.2987012987,0,2.0833333333,2.2727272727,5,0
"Bridgend 004E ","W01001043 ",0.5167958656,0,0,0.6613756614,0.5263157895,0,0,0,0,1.0204081633,0,3.9473684211,0,0,0,0,1.4492753623,0,0,1.8867924528,0,0,0
"Bridgend 005A ","W01001012 ",0.7037747921,0.6024096386,0.4938271605,0.4826254826,2.0512820513,1.0989010989,0,0.7575757576,0,1.0101010101,0,0,0,0.7194244604,1.3422818792,0,0,1,1.3333333333,0,7.6923076923,0,0
"Bridgend 005B ","W01001013 ",0.6126616746,0,0,0.5488474204,1.2195121951,0,0,0,0,0,0,1.3888888889,0,0,0,0.7874015748,0.8620689655,1.6949152542,1.0638297872,1.2820512821,2.7027027027,0,0
"Bridgend 005C ","W01001016 ",0.8443908323,0.8658008658,0.7142857143,0.620475698,1.3043478261,1.4925373134,1.2820512821,0,0,0,0,0,0,2.1052631579,1.0638297872,0,1.4814814815,0.5988023952,0.6622516556,1.4925373134,1.3333333333,1.5384615385,2.8571428571
"Bridgend 005D ","W01001019 ",0.1985440106,0,0,0.3250270856,0,0,0,0,0,1.1904761905,0,0,0,0,0,0,1.0101010101,1.0309278351,0,0,0,0,0
"Bridgend 006A ","W01000974 ",1.1280039235,0.6006006006,0.75,0.9352517986,2.5316455696,0.9803921569,1.0526315789,0,1.49253731343284,0,0,1.3605442177,0,1.3986013986,0.5780346821,0,3.1847133758,1.5267175573,2.0618556701,1.1764705882,1.5625,6.8181818182,3.8461538462
"Bridgend 006B ","W01001057 ",1.2014134276,0,0,1.4329580348,1.4851485149,0,0,0,0,1.8018018018,0,0,2,1.9047619048,1.9417475728,0.8695652174,3.2967032967,2.1739130435,1.4925373134,1.5625,2.9411764706,0,0
"Bridgend 006C ","W01001058 ",0.5780346821,0.2597402597,0.4405286344,0.4788507582,1.5094339623,0.9174311927,0,0,1.44927536231884,0,0,0,0,0,2.4691358025,0,0,1.1111111111,1.0309278351,0,2.7027027027,5.2631578947,0
"Bridgend 007A ","W01000986 ",1.0614101592,0,0.3236245955,1.0787486516,2.9197080292,0,0,0,1.85185185185185,1.0638297872,0,1.1904761905,0,1.4388489209,0.8771929825,1.0309278351,2.6315789474,1.2345679012,1.8181818182,0,7.1428571429,0,11.111111111
