"Community safety and social inclusion > Welsh Index of Multiple Deprivation > WIMD indicator data by age > Indicator data by Lower Layer Super Output Areas - Overcrowded Households"
""

Filters:
Indicator: People living in overcrowded households (bedrooms measure) (percentage)

"","","All Ages ","0- 15 ","0 - 18 ","16 - 64 ",65+ ," 0 - 4 ","5 - 9 ","10 - 15 ","16 - 18 ","19 - 24 ","25 - 29 ","30 -34 ","35 - 39 ","40 - 44 ","45 - 49 ","50 - 54 ","55 - 59 ","60 - 64 ","65 - 69 ","70 - 74 ","75 - 79 ","80 - 84 ",85+ 
"Gwynedd 009B ","W01000065 ",5.5258467023,16.384180791,13.122171946,4.4755244755,0.4347826087,13.432835821,20,17.333333333,0,10.294117647,5.7971014493,9.6153846154,3.9215686275,15.625,2.0833333333,2.1052631579,0,0,1.5384615385,0,0,0,0
"Gwynedd 009C ","W01000113 ",2.9173419773,3.1428571429,3.2941176471,3.5874439462,0.7772020725,0.9615384615,3.5398230088,4.5112781955,4,5.7851239669,2.8571428571,2.3255813953,3,3.007518797,4.5112781955,7.5,0,0.826446281,0.9345794393,1.1904761905,1.1764705882,0,0
"Gwynedd 009D ","W01000114 ",5.1442910916,11.827956989,10.724637681,4.989154013,0.7633587786,11.392405063,10.843373494,12.820512821,6.06060606060606,5.4347826087,5.4545454545,13.888888889,2.8571428571,10.309278351,1.7391304348,4.0322580645,3.7037037037,0.8130081301,0.7142857143,1.9801980198,0,0,0
"Gwynedd 013A ","W01000069 ",2.3762376238,6.4171122995,5.8035714286,2.2277227723,1.1538461538,10.256410256,5.4054054054,2.7777777778,2.7027027027027,8.2191780822,1.6666666667,0,3.4482758621,1.2048192771,3.8461538462,0.8928571429,1.8518518519,0.6802721088,0,0.9345794393,0,2.380952381,4.5454545455
"Gwynedd 013B ","W01000074 ",2.3846552618,3.4090909091,4.2168674699,3.2370953631,0,2.5,5.1282051282,2.8301886792,7.35294117647059,8.7378640777,6.0975609756,2.6666666667,0,5.6074766355,3.5460992908,1.5267175573,0.6060606061,1.0152284264,0,0,0,0,0
"Gwynedd 013C ","W01000079 ",7.5069508804,18.47133758,20,8.75,0.8287292818,9.0909090909,12.5,27.397260274,27.2727272727273,15,15.151515152,0,22.222222222,8.6206896552,8.75,8.5714285714,2.3255813953,1.1363636364,0,1.2345679012,1.5151515152,1.8518518519,0
"Gwynedd 013D ","W01000101 ",5.9947299078,10.06097561,9.3023255814,5.8086560364,2.2435897436,9.1836734694,12.037037037,9.0163934426,5.08474576271187,8.1632653061,15.517241379,3.7037037037,6.7307692308,4.0816326531,3.4482758621,3.0612244898,10.784313725,0,2.8301886792,3.125,0,0,4.5454545455
"Gwynedd 015A ","W01000051 ",3.3062054934,4.1543026706,4.5454545455,4.3627031651,0,4.8387096774,3.1578947368,4.2372881356,6.17283950617284,17.094017094,4.0322580645,1.6666666667,3.2786885246,0.7462686567,5.0847457627,3.937007874,1.7543859649,0.8928571429,0,0,0,0,0
"Gwynedd 015B ","W01000060 ",5.6095736724,12.970711297,11.70212766,4.51843044,2.3346303502,13.513513514,12.195121951,13.253012048,4.65116279069767,8.5714285714,3.2786885246,10.638297872,8.5714285714,6.3063063063,1.6949152542,0,1.0416666667,5.5555555556,1.1363636364,1.8181818182,5.8823529412,3.125,0
"Gwynedd 015C ","W01000082 ",2.8971962617,4.7846889952,5.1063829787,2.9498525074,0.5464480874,0,4.8387096774,8.3333333333,7.69230769230769,13.793103448,0,0,1.6129032258,4.6153846154,2.5316455696,3.0612244898,1.0869565217,0,1.4285714286,0,0,0,0
"Gwynedd 015D ","W01000083 ",5.365474339,12.727272727,11.111111111,4.8811013767,0.7490636704,12.987012987,11.111111111,14.084507042,2.4390243902439,13.953488372,4.347826087,1.5625,8,6.5789473684,1.9417475728,4.3956043956,2.5641025641,2.5862068966,0,1.6129032258,2.0408163265,0,0
"Gwynedd 016A ","W01000048 ",3.115727003,6.5573770492,7.6923076923,3.242542153,0.3003003003,8.5365853659,8.3333333333,3.3333333333,14.2857142857143,2.3255813953,4.2857142857,5.8823529412,4.4117647059,4.2253521127,2.8169014085,1.0416666667,1.1494252874,0.7751937984,0,0,0,0,3.4482758621
"Gwynedd 016B ","W01000049 ",5.5258467023,13.043478261,13.551401869,5.3072625698,0,14.666666667,14.814814815,9.0909090909,16.6666666666667,8.1395348837,5.7971014493,6.6666666667,6.3492063492,5.7971014493,2.2222222222,2.1978021978,7.1428571429,1.1363636364,0,0,0,0,0
"Gwynedd 016C ","W01000057 ",6.1009817672,11.737089202,12.406015038,6.6666666667,1.6085790885,13.461538462,8.5714285714,13.186813187,15.0943396226415,11.392405063,7.4626865672,21.276595745,8.6206896552,6.6666666667,5.376344086,4.9019607843,1.9801980198,0.6666666667,2.5210084034,0,3.0303030303,0,2.1739130435
"Gwynedd 016D ","W01000067 ",3.7456445993,7.6923076923,7.486631016,3.591160221,1.8656716418,9.4339622642,4.6511627907,8.3333333333,6.45161290322581,9.2105263158,4.1666666667,7.2727272727,4.6153846154,5.3333333333,3.8961038961,0,0,0,1.3157894737,3.1746031746,3.9215686275,0,0
"Gwynedd 016E ","W01000068 ",5.2777777778,11.888111888,12,4.7619047619,0.8955223881,10.810810811,7.8651685393,15.447154472,12.8205128205128,9.4594594595,6.6666666667,3.8461538462,5.0847457627,7.6086956522,8.9108910891,0,0,0,1.2658227848,3.3898305085,0,0,0
"Gwynedd 017C ","W01000085 ",3.1297324584,9.1954022989,8.4905660377,3.3393501805,0.1633986928,14.705882353,15,1.7699115044,5.26315789473684,9.2105263158,8.3333333333,7.9365079365,1.2345679012,1.8867924528,3.125,1.2658227848,1.25,2.4154589372,0.5319148936,0,0,0,0
"Gwynedd 017D ","W01000116 ",3.4167175107,13.978494624,11.814345992,2.9224904701,1.0510510511,16.393442623,21.153846154,6.8493150685,3.92156862745098,0,20.408163265,7.8431372549,1.9607843137,0,3.2608695652,2.2988505747,0,0.5649717514,0.5524861878,0,0,2.6548672566,3.2967032967
"Gwynedd 017E ","W01000117 ",3.8082731451,9.1575091575,8.6419753086,3.4598214286,0.5649717514,5.2631578947,10.843373494,11.578947368,5.88235294117647,4.4444444444,6.5934065934,5.2631578947,1.3513513514,6.9306930693,2.7272727273,2.9702970297,0.78125,0,0.9615384615,0,0,0,2.3255813953
"Gwynedd 017F ","W01001933 ",3.412662775,8.5365853659,9.6989966555,4.0572792363,0.5524861878,9.5238095238,8.1081081081,8.2568807339,15.0943396226415,8.4905660377,4.5977011494,6.5789473684,7.2916666667,5.3097345133,1.2578616352,2.6455026455,2.9761904762,0,0.4608294931,0,0.6944444444,0,2.3529411765
"Gwynedd 010A ","W01000066 ",6.3953488372,16.509433962,17.254901961,5.5714285714,1.0273972603,16.129032258,13.333333333,18.888888889,20.9302325581395,10.144927536,2.1276595745,6.976744186,4.8387096774,7.4074074074,12.5,1.2820512821,0,0,0,3.0303030303,1.5384615385,0,0
"Gwynedd 010B ","W01000100 ",4.3977055449,7.1794871795,6.9565217391,5.220228385,0,11.666666667,5.7692307692,4.8192771084,5.71428571428571,14.893617021,7.8431372549,11.111111111,5.3571428571,3.2258064516,2.5,1.4084507042,0,5.5555555556,0,0,0,0,0
"Gwynedd 010C ","W01000105 ",7.8735632184,15.406162465,14.769975787,6.7763794773,3.4285714286,14.166666667,17.543859649,14.634146341,10.7142857142857,17.796610169,9.0909090909,5.0505050505,8.7378640777,6.8376068376,6.4220183486,2.6086956522,0.9433962264,0.9009009009,3.75,4.0540540541,1.2820512821,0,9.0909090909
"Gwynedd 010D ","W01000106 ",2.4550898204,6.8965517241,7.5555555556,2.9252437703,0.3490401396,4.5454545455,7.6923076923,7.6923076923,9.80392156862745,8.4745762712,1.4705882353,1.5151515152,7.0422535211,0,6.2015503876,0,1.6129032258,0,0,0.6993006993,0.8771929825,0,0
"Gwynedd 010E ","W01000107 ",3.1758957655,5.1813471503,4.3824701195,3.324099723,1.5974440895,7.8125,4.0816326531,3.75,1.72413793103448,5.9701492537,4.4444444444,7.2727272727,1.6949152542,2.2471910112,7.0588235294,4.1095890411,1.0309278351,0,2.9126213592,2.5316455696,0,0,0
"Gwynedd 011A ","W01000047 ",6.2038404727,14.007782101,13.804713805,5.4568527919,1.6181229773,12.857142857,18.309859155,12.068965517,12.5,9.5238095238,3.2258064516,5.6338028169,8,6.8965517241,5.2631578947,4.0404040404,3.7974683544,0,0,4.0540540541,0,2.380952381,2.7777777778
"Gwynedd 011B ","W01000061 ",2.5943396226,8.1395348837,6.9486404834,2.3630504834,0.1972386588,10.769230769,10.112359551,4.8076923077,2.73972602739726,1.4285714286,6.8493150685,2.5641025641,3.8461538462,4.3956043956,0,1.724137931,2.752293578,0,0,0,0,0,1.4285714286
"Gwynedd 011C ","W01000078 ",6.6547831254,11.217948718,11.518324607,6.7243035543,2.1212121212,5.3571428571,15.909090909,13.392857143,12.8571428571429,15.748031496,5.5555555556,4.1237113402,4.4943820225,11.111111111,7.03125,1.7094017094,1.9607843137,0.9615384615,2.5862068966,1.3513513514,0,5.1282051282,2.6315789474
"Gwynedd 011D ","W01000089 ",5.2884615385,12.619047619,11.498973306,4.1084634347,1.5801354402,16.666666667,15.107913669,7.7844311377,4.47761194029851,8.6956521739,2.1052631579,11.340206186,1.9801980198,4.9295774648,4.7619047619,2.1897810219,1.652892562,1.1494252874,0,2.5862068966,3.7974683544,1.5384615385,0
"Gwynedd 012A ","W01000070 ",2.8235294118,4.2452830189,3.95256917,3.242542153,0.6849315068,1.4285714286,6.5573770492,4.9382716049,2.4390243902439,3.2786885246,4.6875,3.8461538462,5.6818181818,1.0752688172,4.3956043956,3.0927835052,2.3529411765,2.0202020202,0.9708737864,1.5873015873,0,0,0
"Gwynedd 012B ","W01000094 ",2.7205276175,6.5326633166,5.9574468085,2.7576197388,0.3076923077,7.0175438596,8.1967213115,4.9382716049,2.77777777777778,1.5625,8.3333333333,0,4.4117647059,3.9473684211,6.0240963855,1.1111111111,2.380952381,0,1.2820512821,0,0,0,0
"Gwynedd 012C ","W01000095 ",2.915451895,5.8394160584,5.2631578947,3.1537450723,0,8.1395348837,2.6666666667,6.1946902655,2.04081632653061,9.5238095238,3.8461538462,2.6666666667,2.2988505747,3.0303030303,5,3.8961038961,1.2195121951,0,0,0,0,0,0
"Gwynedd 012D ","W01000108 ",4.3020594966,10.117647059,10.020449898,3.7678975132,0.2309468822,9.4594594595,9.2592592593,11.24260355,9.375,3.937007874,4.2857142857,6.015037594,4.7904191617,1.8867924528,5.7971014493,2.2900763359,0.8620689655,1.3157894737,0.8620689655,0,0,0,0
"Gwynedd 012E ","W01000109 ",5.3484602917,8.4112149533,8.59375,6.2271062271,0.9132420091,8.7378640777,6.4814814815,10,9.52380952380952,11.904761905,11.428571429,5.1282051282,8.7719298246,2.4590163934,4.3795620438,5.5555555556,1.7699115044,2.7777777778,0.8695652174,1.8018018018,0,0,1.6949152542
"Gwynedd 014C ","W01000080 ",3.6342986939,12.5,11.940298507,3.4934497817,0.6441223833,14.492753623,10.526315789,12.244897959,9.09090909090909,7.2289156627,5,5.6338028169,2.4390243902,6.8181818182,4.4642857143,1.8018018018,0,0,0,0.8695652174,0.9708737864,0,1.7543859649
"Gwynedd 014D ","W01000084 ",5.9701492537,15.463917526,13.675213675,5.6379821958,1.1834319527,14.754098361,14.285714286,16.666666667,5,10.9375,9.0909090909,7.1428571429,15.384615385,8.6956521739,4.0816326531,2.380952381,2.6315789474,0,1.0101010101,2.9850746269,0,1.8867924528,0
"Gwynedd 014E ","W01001932 ",5.9706584783,11.376146789,10.773899848,6.0623556582,1.2232415902,10.61452514,7.5,15.048543689,7.89473684210526,14.857142857,10.483870968,8.6956521739,2.1897810219,7.8947368421,4.5662100457,3.5714285714,2.0304568528,2.479338843,0.8928571429,0.6802721088,3.4188034188,0.9615384615,0
"Conwy 001A ","W01000132 ",3.7938439513,6.8062827225,6.1403508772,3.6697247706,2.3952095808,5.4054054054,9.4339622642,6.25,2.7027027027027,6.5573770492,2.3255813953,6.0975609756,9.5238095238,2.8985507246,2.9126213592,2.8571428571,0,0,0,0,0,3.3898305085,11.538461538
"Conwy 001B ","W01000146 ",7.969151671,17.226890756,17.808219178,8.1692195478,0.5952380952,28.712871287,8.1967213115,9.2105263158,20.3703703703704,10.476190476,14.285714286,13.698630137,8.5271317829,5.1724137931,4.7244094488,2.962962963,2.2900763359,1.4925373134,0,0,0,1.7543859649,2.1739130435
"Conwy 001C ","W01000147 ",4.9442896936,14.197530864,14.795918367,5.8139534884,0.6,12,13.333333333,16.417910448,17.6470588235294,12.658227848,12.698412698,1.5625,4.9180327869,8.75,5.6818181818,3.6697247706,1.0869565217,0,1.6393442623,0.7936507937,0,0,0
"Conwy 001D ","W01000169 ",8.5230589609,14.146341463,14.583333333,9.2421441774,3.9906103286,20.454545455,9.0909090909,9.6774193548,17.1428571428571,17.037037037,15.503875969,11.009174312,3.5714285714,6.7307692308,5.2631578947,8.064516129,8.4615384615,2.1897810219,0,6.1224489796,5.3333333333,6.4102564103,3.0769230769
"Conwy 001E ","W01000186 ",8.5748792271,18.181818182,16.332378223,8.881922675,1.210653753,21.83908046,18.181818182,15.573770492,7.93650793650794,16.312056738,8.4905660377,11.627906977,14.864864865,11.70212766,4.3010752688,7.1428571429,3.2258064516,2.4390243902,1.0309278351,1.724137931,0,0,3.125
"Conwy 002A ","W01000133 ",2.9850746269,7.9646017699,7.2727272727,3.6464088398,0.4424778761,6.4516129032,7.0422535211,9.6774193548,4.08163265306122,10.843373494,10.204081633,8.1632653061,0,4.2105263158,0.8849557522,4.2735042735,1.0416666667,1.1173184358,0,0.5988023952,0,0.8064516129,1.0101010101
"Conwy 002B ","W01000168 ",7.7183098592,12.396694215,13.288288288,7.9524680073,1.572327044,9.900990099,10.576923077,15.189873418,17.2839506172839,15.12605042,5.2631578947,7.6923076923,7.4468085106,9.4017094017,8.8,6.4285714286,3.9603960396,0,3.2967032967,1.2987012987,0,2.2222222222,0
"Conwy 002C ","W01000187 ",11.531069827,16.926503341,15.917602996,10.423116615,2.0979020979,23.880597015,16.417910448,12.154696133,10.5882352941176,20.338983051,14.893617021,5.5555555556,13.684210526,5.2631578947,9.6153846154,8.5714285714,7.5,6.0606060606,2,0,0,0,9.5238095238
"Conwy 002D ","W01000188 ",3.5138248848,5.3846153846,4.9535603715,3.873598369,1.8181818182,4.347826087,6.0606060606,5.6,3.17460317460317,8,8.064516129,2,4.5977011494,3.8759689922,2.7210884354,6.3157894737,0.7936507937,1.6393442623,0.7518796992,3.3333333333,0.9345794393,3.3333333333,0
"Conwy 003A ","W01000154 ",2.2539444027,3.3980582524,3.4749034749,2.7888446215,0.5376344086,8.1632653061,1.4084507042,2.3255813953,3.77358490566038,14.814814815,2.3255813953,4.5454545455,0,0,2.6548672566,2.1276595745,1.1494252874,1.7699115044,0,0,2.6666666667,0,0
"Conwy 003B ","W01000173 ",3.0877192982,5.7251908397,6.0897435897,3.1319910515,0.3717472119,5.1282051282,6.4516129032,5.4945054945,8,4.6875,5,5.7471264368,7.4468085106,0.8333333333,0.8403361345,0.9615384615,1.0526315789,1.9801980198,0,0,2.0833333333,0,0
"Conwy 003C ","W01000174 ",2.8925619835,2.3489932886,3.2786885246,3.6803364879,1.5730337079,0,3.3333333333,2.8985507246,7.35294117647059,9.3333333333,2.8571428571,1.4492753623,1.0416666667,2.614379085,6.0606060606,2.1978021978,2.9411764706,3.125,0.78125,2.2222222222,2.3255813953,0,3.5714285714
"Conwy 003D ","W01000175 ",2.2058823529,5.9139784946,5.652173913,2.3136246787,1.0479041916,9.8039215686,3.125,5.6338028169,4.54545454545455,2.1739130435,5,5.4054054054,4.8387096774,3.3333333333,0,2,0,1.7964071856,0.6578947368,2.6845637584,0.7092198582,0.8474576271,0
"Conwy 004A ","W01000155 ",2.2302158273,2.9556650246,3.557312253,2.6702269693,1.1415525114,7.8431372549,0,2.1978021978,6,5.8823529412,6.8181818182,0,3.6363636364,2.1739130435,1,2.0202020202,3.4482758621,0,0.8620689655,0,0.9900990099,1.3698630137,3.3898305085
"Conwy 004B ","W01000156 ",3.2754010695,6.0402684564,5.7471264368,3.9735099338,1.6891891892,13.513513514,5.6603773585,1.6949152542,4,9.2307692308,3.125,0,10.909090909,7.0422535211,1.9801980198,4.4943820225,2.9126213592,0.7751937984,0,0,0.8928571429,7.619047619,0.8403361345
"Conwy 004C ","W01000157 ",4.8464163823,13.545816733,12.333333333,3.7671232877,1.1834319527,20,12,7.4074074074,6.12244897959184,5.6910569106,7.5,5.6818181818,2.4691358025,2.2222222222,1.0309278351,2.5,1.3698630137,1.3333333333,0,0,0,5.3333333333,0
"Conwy 004D ","W01000158 ",2.5461489497,7.1428571429,6.976744186,3.4340659341,0.3025718608,11.627906977,4.7619047619,6.5789473684,6.06060606060606,10.606060606,12.5,7.8947368421,1.4925373134,1.3333333333,3.5714285714,3.3333333333,0,0,0.6289308176,0,0,0,0.9523809524
"Conwy 006A ","W01000135 ",1.4201762977,2.5751072961,3.5087719298,1.998001998,0.3712871287,3.0769230769,0,4,7.69230769230769,6.0606060606,5.2631578947,0,0,4.2372881356,0.7142857143,1.5037593985,0,0.5319148936,0.5,0,0,0,1.5384615385
"Conwy 006B ","W01000136 ",2.5966850829,1.6835016835,2.332361516,3.6328871893,0.8565310493,1.1235955056,2.1052631579,1.7699115044,6.52173913043478,7.2164948454,7.5,3.1578947368,2.1276595745,1.7699115044,4.0322580645,4.5112781955,1.5267175573,1.5037593985,0.8,1.7699115044,1.0638297872,0,0
"Conwy 006C ","W01000165 ",2.0238713025,2.4221453287,2.2857142857,2.6901669759,0.5357142857,3.7037037037,2.4691358025,1.5748031496,1.63934426229508,7.476635514,1.8518518519,4.8387096774,1.3157894737,1.3986013986,3.3783783784,2.3076923077,0.7936507937,2.3391812865,0.7092198582,0,0.8064516129,1.25,0
"Conwy 006D ","W01000166 ",4.1339612768,6.6666666667,6.2906724512,4.1666666667,1.3550135501,10.218978102,4.1666666667,5.0955414013,4.22535211267606,9.4488188976,8.6206896552,3.6036036036,2.5641025641,2.9197080292,3.8461538462,4.0650406504,1.9230769231,0,0,2.4390243902,2.3255813953,0,2.7777777778
"Conwy 007A ","W01000139 ",2.380952381,3.0136986301,2.9411764706,2.7327935223,0.6116207951,4.4943820225,3.8095238095,1.7543859649,2.5974025974026,9.4117647059,2.8571428571,1.2345679012,1,3.5714285714,3.0534351145,0.8064516129,3.8461538462,0,1.2195121951,1.0752688172,0,0,0
"Conwy 007B ","W01000143 ",10.758263124,15.857605178,16.927083333,10.991167812,2.3255813953,17.5,12.903225806,16.666666667,21.3333333333333,17.829457364,10.810810811,11.578947368,12.195121951,13.392857143,9.5652173913,5.5555555556,4.6296296296,3.5714285714,4.6875,0,0,6.8965517241,0
"Conwy 007C ","W01000144 ",8.9743589744,17.475728155,16.315789474,7.4183976261,2.4691358025,28.181818182,13.861386139,9.1836734694,11.2676056338028,12.31884058,9.0909090909,8.7378640777,8.6956521739,6.6666666667,5.2173913043,5.7692307692,1.3888888889,0,0,0,0,20,0
"Conwy 007D ","W01000182 ",4.1763341067,6.6945606695,6.7796610169,4.9049049049,1.4403292181,12.5,4.5454545455,3.2258064516,7.14285714285714,7.8431372549,6.8965517241,1.1764705882,7.4074074074,1.0638297872,4.9295774648,4.8,5.2631578947,3.5398230088,1.8518518519,0,0,3.7037037037,2.5316455696
"Conwy 008A ","W01000138 ",4.5454545455,6.7307692308,8.0428954424,5.1136363636,1.7467248908,8.9887640449,5,6.5040650407,14.7540983606557,16.129032258,4.1095890411,2.5316455696,4.5045045045,7.2072072072,3.9215686275,2.3076923077,1.5384615385,1.8072289157,0,4.2016806723,2.1276595745,1.6949152542,0
"Conwy 008B ","W01000145 ",4.9363057325,6.2992125984,6.734006734,5.2699228792,2.2321428571,8.9887640449,2.6666666667,6.6666666667,9.30232558139535,8.5365853659,7.5,7.6923076923,4.0540540541,4.7619047619,4.5454545455,2.5,5.3333333333,1.2987012987,3.5087719298,0,3.8461538462,3.0303030303,0
"Conwy 008C ","W01000180 ",2.6908635795,5.2469135802,4.6798029557,2.6209677419,0,8.5106382979,4.1237113402,3.7593984962,2.4390243902439,6.3157894737,6.1224489796,8.9285714286,3.4090909091,0,0,2.5316455696,2.8037383178,0,0,0,0,0,0
"Conwy 008D ","W01000181 ",1.2853470437,1.4492753623,1.6786570743,1.4450867052,0,1.8018018018,0.9803921569,1.5151515152,2.77777777777778,5.7471264368,1.7391304348,1,0,2.0689655172,0.8130081301,0.7633587786,0,0,0,0,0,0,0
"Conwy 008E ","W01000183 ",4.9881235154,8.2125603865,7.874015748,6.0478199719,0.8695652174,13.636363636,7.9365079365,6,6.38297872340426,7.8947368421,6.976744186,10,6.3829787234,6.6666666667,8.1632653061,4.347826087,5.8823529412,1.0204081633,1.3157894737,0,0,3.0303030303,0
"Conwy 011C ","W01000167 ",7.5481520042,10.126582278,11.037527594,8.2108902334,2.7100271003,11.2,8.2089552239,11.029411765,17.2413793103448,19.047619048,9.1743119266,5.8823529412,5.1282051282,4.2016806723,10.95890411,9.3220338983,4.2372881356,0.7874015748,0.8403361345,1.1904761905,0,7.2727272727,12.5
"Conwy 011D ","W01000176 ",6.3511830635,11.180124224,10.256410256,5.5118110236,3.7313432836,7.6271186441,11.70212766,14.545454545,5.88235294117647,5.9322033898,5.0420168067,6.9565217391,4.3859649123,10,7.2072072072,3.1578947368,0,3.4090909091,1.3513513514,6.6666666667,6.5573770492,2.2727272727,0
"Conwy 011E ","W01000177 ",5.6588520614,10.138248848,9.2857142857,5.4812834225,2.5735294118,10.526315789,15.254237288,6.9306930693,6.34920634920635,15.294117647,6.25,3.7037037037,5.3571428571,5.7142857143,3.5714285714,5.2631578947,1.3698630137,1.1764705882,0,0,1.6129032258,4.4444444444,11.111111111
"Conwy 011F ","W01001926 ",2.1907804655,4.3209876543,5,2.4132730015,0.3696857671,6.5934065934,2.3529411765,4.0540540541,7.89473684210526,3.0303030303,4.3956043956,4,2.5862068966,1.4705882353,2.1276595745,2.1505376344,1.3157894737,0.4524886878,1.1173184358,0,0,0,0
"Conwy 005A ","W01000149 ",6.7842605156,17.937219731,16.176470588,6.2576687117,2.0642201835,25.352112676,11.666666667,16.304347826,8.16326530612245,11.940298507,7.0175438596,10.526315789,10.606060606,8.5714285714,6,5.6818181818,2.7027027027,1.3333333333,0.7874015748,0,6.8965517241,1.4492753623,1.8181818182
"Conwy 005B ","W01000150 ",4.5725646123,8.7272727273,8.4795321637,4.7937569677,0.5934718101,11.842105263,9.5238095238,6.0869565217,7.46268656716418,9.5890410959,10,3.3898305085,5.4054054054,5.504587156,2.6086956522,3.7037037037,2.9411764706,1.6666666667,1.0989010989,0.9615384615,0,0,0
"Conwy 005C ","W01000151 ",6.7967275016,9.0909090909,9.5444685466,6.9502074689,2.1834061135,10.833333333,3.125,12.837837838,12.3076923076923,11,11.627906977,5.3571428571,5.035971223,3.8095238095,8.1967213115,3.8961038961,1.2048192771,9.3333333333,2.1739130435,1.7543859649,3.125,2.7027027027,0
"Conwy 005D ","W01000152 ",4.0110650069,6.4748201439,5.9701492537,4.0621266428,1.8126888218,6.5934065934,7.0422535211,6.0344827586,3.50877192982456,10.638297872,1.8867924528,3.2786885246,2.3255813953,5.6074766355,5.1546391753,2.7272727273,3.9473684211,0,1.1235955056,1.1904761905,4.5454545455,1.8181818182,0
"Conwy 005E ","W01000184 ",5.5124892334,11.419753086,12.068965517,6.2869822485,0.9287925697,12.5,7.3170731707,13.076923077,14.6341463414634,12.048192771,8.2191780822,6.0606060606,5.0505050505,6.9444444444,6.2937062937,4.2168674699,3.2467532468,2.2123893805,0.4672897196,2.1978021978,0.7874015748,0,0
"Conwy 009A ","W01000126 ",3.8348082596,5.1948051948,5.6300268097,4.113345521,1.3651877133,3.488372093,6.6037735849,5.1724137931,7.69230769230769,7.7586206897,6,3.9473684211,2.4691358025,7.3170731707,3.6585365854,1.5873015873,0.8928571429,1.5267175573,2.3529411765,1.2987012987,0,0,2.9411764706
"Conwy 009B ","W01000127 ",7.0162481536,12.027491409,11.926605505,7.4683544304,0.3663003663,15.238095238,9.8591549296,10.434782609,11.1111111111111,14.563106796,8.6419753086,7.9365079365,5.1724137931,6.8181818182,7.3684210526,5.6179775281,5.6818181818,2.2471910112,1.4285714286,0,0,0,0
"Conwy 009C ","W01000128 ",5.2631578947,9.0163934426,8.7947882736,5.3452115813,2.1806853583,12.307692308,6.5789473684,8.7378640777,7.93650793650794,13.265306122,6.5789473684,4.2857142857,1.5384615385,1.9230769231,3,7.1428571429,5.9405940594,2.4390243902,1.1627906977,1.3513513514,0,5.8823529412,4.0816326531
